key,n_features,missing_rate,prop_latent,snr,masking,iter,method,train_test,n,mse,r2,early_stopping,residual_connection,depth,n_epochs,lr,batch_size,type_width,width,verbose,learning_rate,learning_rate_init,max_iter,validation_fraction,mlp_depth
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.717325692151455,0.7583546975483261,True,False,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.572784675361053,0.783248746230728,False,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.185243353765976,0.7708776677830821,False,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.7826781267577,0.7648601869292766,False,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.67969964208472,0.782490753351436,True,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.195239382167955,0.7708065074281581,True,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.005041197010996,0.7633124585171891,True,True,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.85837196095929,0.7883137036168338,False,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.909110950596922,0.7728434164809975,False,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.49040699399962,0.7668945010610586,False,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.115081761701756,0.7864937133295038,True,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.862354407839426,0.7731762698947575,True,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.41641905619317,0.7674094842071555,True,False,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.99301314907322,0.7873591407059781,False,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.00545818146205,0.7721575337615221,False,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.45149462085138,0.7671653454302907,False,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.216151347859554,0.7857771623266997,True,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.126718876279746,0.7712942955098336,True,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.63365382583102,0.7658974506456526,True,True,6.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.44802652358131,0.7912229213729075,False,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.20449137801869,0.7707406437388991,False,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.344424327702704,0.7679105938863765,False,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.842927323848134,0.7884232011484915,True,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.6877443003267,0.7744192952968718,True,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.12158111016518,0.7694616642994219,True,False,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.677178198047933,0.7895983093766049,False,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.04152945267963,0.7719007473300337,False,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.778615425004915,0.764888464821489,False,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.043813133534933,0.7869989850825877,True,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.919592488099827,0.772768799853387,True,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.59475069719789,0.7661682306696738,True,True,7.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.12213092830891,0.793533416789771,False,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.845777820962905,0.7732942763427312,False,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.369077944952096,0.7677389956806395,False,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.23756321983358,0.7785356792162779,True,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.218819930423365,0.7635197779213978,True,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.24248894469562,0.7616597352252366,True,False,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,29.185866874405363,0.7930815493405585,False,True,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.796460520409354,0.7736453594399528,False,True,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.69694902690199,0.765456892863577,False,True,8.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.26520909770921,0.7783396787945066,True,True,8.0,100.0,0.0005,10.0,,,False,,,,,
